"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"				  MT",N,GREAT FALLS INTL,GTF,6/30/22,12/27/22,217369,0,1032394,0,0,0,0,1249763,292144,50996,0,1505917,0,41639,57769,17891,1966356,3216119,158249,135343,25155,125893,904680,831484,0,19654,2200458,5416577,1216708,435395,278182,358084,103380,202539,2594288,7370952,9965240,-4548663,33627,73459,3770221,581895,3382039,0,173449,8014690,3466027,78564681,80153553,492099,691377,310390,938908,514034,2946808,0,0,1750419,1750419,0,0,0,0,2793152,2988,0,0,0,142532,163895237,1.22,36830,8.77,14,93004,6579,78061,104259,
"				  TX",N,LAREDO INTL,LRD,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",S,GREATER ROCHESTER INTl,ROC,12/31/22,7/31/23,2154113,0,2533553,0,1087027,0,0,5774693,544813,132419,0,118494,0,896606,0,0,1692332,7467025,2666930,535421,686034,306005,4064677,9513445,119402,14371,17906285,25373310,4369519,2002436,439363,4298246,217306,6245140,17572010,1077697,18649707,6723603,601737,-43473,1.859028E+7,4690835,-23214816,-16070,-1855954,-1247461,5476142,23260168,2.873631E+7,8122002,164352,779763,2825162,580947,12472226,415000,0,0,415000,0,0,104305,104305,23979264,0,0,429225,0,1156778,1.765923E+9,1.65,81952,4.99,102,5052365,1907381,7381177,340828,
"				  MI",N,ALPENA COUNTY REGIONAL,APN,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MA",N,CAPE COD GATEWAY AIRPORT,HYA,6/30/22,2/10/23,123138,0,123150,0,0,0,0,246288,0,452175,579907,114588,0,2205238,28800,43004,3423712,3670000,1675505,0,8393,-5145,1093606,56416,0,16757,2845532,6515532,1516114,288360,131645,1152656,327623,25321,3441719,3719647,7161366,-645834,70905,-66600,7651241,39068,13587,0,0,7708201,7062367,66553898,73616,972770,0,0,0,1909362,2882132,1725000,0,0,1725000,0,0,64737420,64737420,8878132,0,0,0,0,18478,0,2.35,60894,13.33,25,220573,24126,140886,0,
"				  NC",N,KINSTON REGIONAL JETPORT,ISO,6/30/22,10/28/22,7234,0,0,0,0,0,0,7234,0,0,147909,1024281,0,182328,0,0,1354518,1361752,69934,0,0,0,0,0,0,56359,126293,1488045,384448,188870,50039,74977,43243,188526,930103,3190702,4120805,-2632760,0,0,259096,0,0,0,0,259096,-2373664,44955981,4.213232E+7,1588169,0,0,0,0,1588169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188869,552707,188526,0,
"				  MT",N,YELLOWSTONE,WYS,6/30/22,12/29/22,34827,0,34898,0,0,0,0,69725,0,13710,8182,0,0,18993,0,18953,59838,129563,99837,6480,0,3825,253142,0,0,55241,418525,548088,290702,48372,23702,169687,0,55983,588446,514626,1103072,-554984,0,0,597647,48993,23764,0,18773,689177,134193,13007369,13141563,256795,184545,0,0,69050,510390,0,0,0,0,0,0,0,0,1915562,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
"				  KS",N,DODGE CITY REGIONAL,DDC,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TN",N,TRI-CITIES REGIONAL TN/VA,TRI,6/30/22,12/27/22,560282,0,878931,0,119289,0,788508,2347010,4516,0,404317,119424,0,124991,113180,345638,1112066,3459076,131204,0,118458,40900,1486319,2019387,0,285158,4081426,7540502,3922009,546515,267387,663838,272635,1457055,7129439,6265958,13395397,-5854895,6415,-266895,10691736,817959,2267949,-15475,316898,13818587,7963692,9.355519E+7,101518882,13144679,94628,81640,3225377,-9939450,6606874,5710725,0,0,5710725,35979,0,3157638,3193617,11931213,0,0,3007448,0,186572,227278,2.47,52013,12.58,49,1409805,0,861920,520053,
"				  NC",L,CHARLOTTE/DOUGLAS INTL,CLT,6/30/22,2/2/23,39455647,0,48345583,0,94145,7206018,0,95101393,1030007,35953,32210428,4661478,0,374359,1156499,0,39468724,134570117,2626647,36632105,16509291,7245151,17867645,81444663,0,22088381,184413883,318984000,63962747,11743279,25167273,5.219128E+7,2373539,37591882,193030000,8.6821E+7,279851000,39133000,-1.13E+07,-3.97E+07,8.2677E+7,6.0656E+7,0,0,-36607342,55676658,94809658,1.973209E+9,2.109896E+9,91654562,1.8740181E+8,0,0,0,279056372,1290535000,13268000,0,1303803000,390900000,0,48609000,439509000,564550000,3.83817E+8,7014219,6.5714E+7,3.1144E+7,23033542,26479621,1.5,520000,4.13,652,10836983,7728998,7216669,124900,
"				  PA",N,BRADFORD REGIONAL,BFD,12/31/22,2/6/24,0,0,64000,0,25811,0,101930,191741,0,0,958590,28813,0,0,0,0,987403,1179144,29498,4960,0,0,0,0,0,267500,301958,1481102,490056,59759,27334,28616,30924,0,636689,367459,1004148,476954,22495,-22084,154654,16619,0,0,0,171684,648638,11552893,12201531,0,0,70107,0,84547,154654,0,538247,0,538247,0,0,0,0,11280,0,0,0,0,3759,0,0,3102,51.01,9,0,25000,60333,8025,
"				  MT",S,GALLATIN FIELD,BZN,6/30/22,1/13/23,1259465,0,1590813,0,0,0,0,2850278,22051,353830,48140,38068,0,456477,0,604132,1522698,4372976,216141,2481463,0,0,9873316,6922068,0,2280779,21773767,26146743,5731503,917180,1262751,1219102,0,330627,9461163,6299641,15760804,10385939,1314862,-407452,195807,4357748,13977073,0,-1201429,18236609,28622548,1.679447E+8,196567248,8147227,0,0,0,42993705,51140932,0,9964662,0,9964662,0,0,2115090,2115090,35379015,0,0,2692790,0,1124292,1259465,1,113872,2.54,61,1005730,983226,3263799,1865,
"				  LA",N,LAKE CHARLES REGIONAL,LCH,12/31/22,6/5/23,78409,0,143738,0,0,0,0,222147,0,0,69559,0,0,57160,41675,0,168394,390541,570187,0,0,127595,422891,0,0,0,1120673,1511214,1445883,251995,590228,877963,355604,112195,3633868,2965828,6599696,-5088482,226434,0,12161234,250338,0,0,1279025,13917031,8828549,64798128,73626677,2829205,2799268,921927,14500,2864105,9429005,0,0,0,0,0,0,0,0,0,0,0,0,0,63352,59105621,0.94,595510,3.51,19,192683,437660,681969,200621,
"				  CA",S,FRESNO YOSEMITE INTL,FAT,6/30/22,12/23/22,3270350,0,605525,0,0,1589707,4239414,9704996,501142,704235,1176339,1061388,0,239743,153300,714753,4550900,14255896,1284462,68409,74788,451271,5700689,10225021,0,4589026,22393666,36649562,10027404,2133999,763123,3791630,94000,6188979,22999135,11709313,34708448,1941114,-2625185,-3418654,7959030,4630545,3221238,0,-268199,9498775,11439889,189884299,200927832,229168,11183756,33548985,0,205155,45167064,75459063,0,0,75459063,11992523,0,26320761,38313284,0,0,0,6427066,4827066,1104975,1473420127,2.93,85722,8.78,111,4778373,1378700,1738896,718699,
"				  MN",N,THIEF RIVER FALLS REGIONAL,TVF,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",S,FAIRBANKS INTL,FAI,6/30/22,10/19/23,618040,0,2185234,0,442874,12654,0,3258802,180461,0,0,655918,0,340275,0,0,1176654,4435456,358985,183869,493128,10685,2755493,1888596,0,30145,5720901,10156357,12269265,1978302,6438245,1430152,195403,2635559,24946926,13575433,38522359,-28366002,0,0,1695254,1921370,3103717,19131,0,6739472,-21626530,0,0,11491734,258036,317055,0,208609,12275434,0,0,0,0,0,0,0,0,0,0,0,0,0,520064,1085950,0.72,103640,6.27,84,2552041,2552041,8882095,131,
"				  OH",N,RICKENBACKER INTERNATIONAL,LCK,12/31/22,5/9/23,521204,0,342300,0,77050,0,0,940554,3998359,0,6778764,1341161,0,3333306,34462,501679,15987731,16928285,887599,-57475,0,-10641,0,1515970,45038,994995,3375486,20303771,6939290,1072647,2991416,6720553,187110,1743893,19654909,0,19654909,648862,0,0,13380753,0,0,0,1485217,14865970,15514832,86303994,92668312,5386135,126933,156661,1652338,2980387,10302454,0,0,0,0,0,0,0,0,0,0,1814132,0,0,147952,1.3783582E+8,3.73,24182,6.36,58,416644,0,1314410,55223,
"				  MI",N,SAWYER,SAW,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",N,JEFFERSON COUNTY,BPT,9/30/22,1/29/23,14912,0,136948,0,0,0,0,151860,0,0,0,201238,0,636190,0,5524,842952,994812,318286,0,0,0,43069,7566,0,2560505,2929426,3924238,1806228,197585,94086,398668,180992,184185,2861744,1742752,4604496,-680258,98054,0,272932,99317,3445,0,319394,793142,112884,32837574,32950458,449304,0,0,0,765885,1215189,0,0,0,0,0,0,32238238,32238238,712220,0,0,0,0,23807,3.749535E+7,1.44,18819,6.38,24,0,512530,120312,34539,
"				  AZ",N,SHOW LOW REGIONAL,SOW,6/30/22,10/31/22,17100,0,41610,0,0,0,14563,73273,0,0,0,279654,0,276569,0,22083,578306,651579,0,0,0,0,0,13945,0,0,13945,665524,0,78274,48353,13879,0,36314,176820,775157,951977,-286453,0,0,860517,0,0,0,0,860517,574064,0,0,0,0,0,0,0,0,0,16175,0,16175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51730,0,
"				  NM",N,ROSWELL MUNI,ROW,6/30/22,10/19/23,17419,0,0,0,1513464,0,1000,1531883,0,0,0,0,0,127241,80,486835,614156,2146039,2147872,0,0,431,0,0,0,476522,2624825,4770864,0,152720,170528,452889,277754,0,1053891,0,1053891,3716973,16278,-45867,5857920,228528,0,-959303,2352089,7449645,11166618,0,0,5530358,0,0,0,0,5530358,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,
"				  PA",N,LEHIGH VALLEY INTL,ABE,12/31/22,6/22/23,2328417,0,5499869,0,284098,0,0,8112384,3104503,306032,3303424,4252099,0,1158816,0,2836369,14961243,23073627,1479875,617562,396704,561318,1948868,6236977,0,-81706,11159598,34233225,16359394,1588793,1653027,3734844,639147,830807,24806012,1.226142E+7,37067432,-2834207,221397,-1567823,12611658,1846523,0,0,507120,13618875,10784668,268048052,278832719,9703823,16532147,124864,516643,1958151,28835628,48955150,4243476,0,53198626,92869,0,0,92869,20188405,7710150,0,5808552,5808552,425587,1.095305E+9,4.68,83760,19.06,208,1409102,1036917,872154,447665,
"				  NY",N,NIAGARA FALLS INTERNATIONAL,IAG,3/31/22,2/9/24,90836,0,91797,0,0,0,0,182633,0,37367,103943,70555,0,35188,0,103663,350716,533349,9676,15064,0,99221,99087,422985,0,125511,771544,1304893,1867985,304573,245265,11593,201609,2682657,5313682,3859953,9173635,-7868742,285,-47,1962682,255595,0,0,15082,2233597,-5635145,0,0,72625,0,0,0,830413,903038,0,1051,0,1051,0,0,1076712,1076712,0,0,0,1608,0,50364,55388109,1.64,19448,3.63,16,260722,0,697932,13650,
"				  CA",N,REDDING MUNI,RDD,6/30/22,12/27/22,105526,0,82396,0,0,0,0,187922,113474,0,0,400183,0,177435,39240,101101,831433,1019355,656041,121286,850,22758,424795,289714,0,30745,1546189,2565544,1259886,276349,1048583,798566,12210,29471,3425065,1413792,4838857,-2273313,97,-30018,736999,403318,1584303,0,26697,2721396,448083,22645134,23093216,1394147,1,0,0,250518,1644666,95523,4162840,0,4258363,0,0,0,0,0,0,0,1757931,1757931,93752,1.4599993E+8,1.5,49557,2,12,265790,768063,112632,2817,
"				  MP",S,SAIPAN INTL,GSN,9/30/22,2/26/23,1212872,0,364083,0,0,0,0,1576955,0,0,77011,0,0,35830,0,0,112841,1689796,770813,163651,587783,569815,394607,25221,0,97088,2608978,4298774,7059367,2743662,528800,1179453,2256093,913047,14680422,10784107,25464529,-21165755,142863,-457340,27963847,0,0,0,927989,28577359,7411604,0,0,176061,0,0,0,6421181,6597242,6855000,0,0,6855000,41875482,0,0,41875482,18982281,0,0,1405938,0,168579,2.6021713E+8,7.55,28952,9.35,200,1607329,2391788,518061,18117,
"				  CA",M,SACRAMENTO METRO,SMF,6/30/22,12/19/22,2.584636E+7,0,56326979,0,1692832,850420,-8390166,76326425,5223443,0,94486,2085563,0,978224,0,3601864,11983580,88310005,820075,3878105,1773608,2236263,19482958,67637118,0,8765518,104593645,192903650,35393936,7487148,7662295,58947636,1858418,2264877,113614310,55649935,169264245,23639405,-2474652,-33428078,58004254,22865395,0,0,5103371,50070290,73709695,6.4693132E+8,720641015,6677814,1846380,1084457,1289946,22153261,33051858,729110000,0,0,729110000,36515628,0,117206315,153721943,234676114,0,114607,4.33304E+7,2.66209E+7,5793732,7825582,3.98,276562,13.17,439,14975868,6704774,19677245,1174288,
"				  CA",N,MONTEREY PENINSULA,MRY,6/30/22,12/16/22,641344,0,1349743,0,188531,0,0,2179618,22695,513372,597360,340507,0,627486,116800,0,2218220,4397838,2200611,110796,39490,74538,2198208,1276157,0,219844,6119644,10517482,4538770,1039226,73130,2684032,210163,518607,9063928,5486985,14550913,-4033431,50455,-34471,16705325,935451,0,0,218246,17875006,13841575,74367781,88209351,11320027,150,0,1912961,766931,14000069,0,2468557,0,2468557,0,0,2937765,2937765,8349896,0,0,580436,0,228763,290142945,2.35,60845,9.53,23,1068215,2037666,1690464,223075,
"				  OR",M,PORTLAND INTL,PDX,6/30/22,12/14/22,29547413,0,104475916,0,785630,862360,1490127,137161446,11504732,1156067,267935,12122419,0,407424,147764,1231001,26837342,163998788,4651545,6723307,5147913,2691012,22078319,68091402,2544314,4395680,116323492,280322280,55903288,1.034211E+7,6205377,61567862,3732395,169289,137920321,101582402,239502723,40819557,1052321,-59735816,30609415,27539749,237799,0,1078207,781675,41601232,1021688007,1059592123,14962137,3.3508622E+8,34992291,2927018,19671964,407639630,1802205000,21985841,0,1824190841,118213515,0,23344680,141558195,249896632,5.78625E+8,0,158697665,79537282,7055334,10236805612,4,177742,19.44,383,14918726,10038239,14173095,1778221,
"				  TN",N,MC KELLAR-SIPES REGIONAL,MKL,6/30/22,2/3/23,6942,0,18333,0,0,0,0,25275,0,0,255693,138941,0,59439,0,0,454073,479348,235891,0,0,0,17515,0,0,407618,661024,1140372,634238,86816,51170,6550,0,144239,923013,0,923013,217359,12,0,330048,1489,0,0,7472,339021,556380,261886,314573,0,0,0,0,286334,286334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MA",L,GENERAL EDWARD LAWRENCE LOGAN,BOS,6/30/22,1/2/24,104954224,0,164818448,0,6368895,31795408,15900555,323837530,8832403,3594972,11117194,28270008,0,1865252,3292648,10880981,67853458,391690988,7168781,20971772,15765183,4789902,48061568,1.7792398E+8,7161772,33892550,315735508,707426496,134409729,30670215,9840092,90528441,13248186,64714942,343411605,277440356,620851961,86574535,15660179,-98084979,6128454,66544736,7696828,0,141224976,139170194,225744729,1252327614,1478072343,3.998007E+7,212360978,0,45462294,1949192,299752534,2444353327,0,1.20255E+8,2564608327,795885000,0,28888000,824773000,942490000,0,0,1.42142E+8,9.5029E+7,15455677,20822089,5.36,341981,20.95,720,32065677,21177949,67613316,2234671,
"				  NE",N,LINCOLN MUNICIPAL AIRPORT,LNK,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  DC",L,RONALD REAGAN WASHINGTON NATIONAL,DCA,12/31/22,4/30/23,44849452,0,88443225,0,0,0,0,133292677,0,189782,2259921,401584,0,0,576680,17100,3445067,136737744,19975134,1.061859E+7,3243980,10544041,19475607,95968761,0,7013680,166839793,303577537,95283382,13083879,12488345,55609588,4254847,7504870,188224911,84390393,272615304,30962233,-6842307,-39406773,50006877,47340381,-4.86E+07,0,20792861,23311859,54274092,5.9588173E+8,6.5015582E+8,1.716991E+7,35749886,92863,19222,5166999,58198880,1258301463,0,0,1258301463,15466843,0,39420253,54887096,339926131,536703,0,108636549,6.006629E+7,11969485,14804686214,3.03,293674,11.14,610,1.899299E+7,7295168,58920839,2450183,
"				  DC",L,WASHINGTON DULLES INTERNATI,IAD,12/31/22,4/30/23,21710809,0,140083674,0,1455992,18961704,5054355,187266534,713543,3383348,33373503,138908,0,0,350400,1353978,39313680,226580214,74720768,9386359,4807008,10584472,17848022,87747001,1903596,13240295,220237521,446817735,1.0135112E+8,22255787,16037105,96203949,2836565,3369979,242054505,1.7189058E+8,413945085,32872650,-3462459,-102855945,59749969,42022159,290107189,0,39076043,324636956,357509606,766272163,1123781767,20391389,1.56538E+7,8198664,116299806,157763322,318306981,3354220836,0,0,3354220836,40370134,0,102891130,143261264,878836880,1400854,0,262363073,172226449,10586011,15456954645,1.39,232972,17.69,904,14782786,11673182,114585852,2511163,
"				  SC",N,FLORENCE REGIONAL,FLO,12/31/22,4/25/23,47943,0,111668,0,0,0,0,159611,0,0,11845,60240,0,0,34340,18538,124963,284574,92653,7201,0,0,336362,156332,0,2390837,2983385,3267959,1085632,242260,33849,142184,0,249897,1753822,1724486,3478308,-210349,32641,0,2568702,0,0,0,157784,2759127,2548778,4.083396E+7,37384285,4833656,0,0,0,0,4833656,0,0,0,0,0,0,0,0,3190596,0,0,0,0,29064,5.2461E+7,1.3,0,5.49,16,219025,219025,311473,27677,
"				  WV",N,GREENBRIER VALLEY,LWB,6/30/22,10/24/22,69823,0,113162,0,7708,0,0,190693,0,155875,0,187684,0,1770390,36734,156485,2307168,2497861,63041,7192,0,0,41620,0,0,0,111853,2609714,1089677,104008,97902,243219,140183,105951,1780940,2914474,4695414,-2085700,1178,-26233,1111773,51717,0,0,1054490,2192925,107225,52538522,5.239817E+7,1139870,0,0,0,189848,1329718,0,743339,0,743339,0,0,0,0,3370819,0,11094,0,0,10889,0,0,0,17.51,0,19349,575,176840,50811,
"				  IN",N,EVANSVILLE REGIONAL,EVV,12/31/22,5/17/23,312962,0,1502434,0,0,0,0,1815396,0,0,78226,0,0,47630,0,101430,227286,2042682,742002,73395,0,0,1303573,1705879,0,70813,3895662,5938344,3410101,766663,372471,782306,1291501,41642,6664684,7411560,14076244,-8137900,376700,-467814,2599153,643895,9423938,0,126717,12702589,4564689,128152282,132649468,951511,453491,4871157,741435,1624168,8641762,0,13628204,0,13628204,0,0,0,0,9960389,0,0,0,0,155348,175525358,1.57,34975,11.69,0,0,0,0,0,
"				  NY",N,WATERTOWN INTL,ART,12/31/22,6/29/23,72450,0,206892,0,0,0,0,279342,0,12225,0,158372,0,572379,43800,17433,804209,1083551,61767,364,0,0,23870,0,0,48317,134318,1217869,1038102,181349,357771,279127,25450,20403,1902202,1865256,3767458,-2549589,0,0,4203324,82816,1409593,0,0,5695733,3146144,43136272,46282416,1392627,0,0,487721,2399053,4279401,0,0,0,0,0,0,0,0,0,0,0,0,0,20699,0,0,0,13.5,0,81206,99211,342095,0,
"				  PR",N,RAFAEL HERNANDEZ,BQN,6/30/22,2/9/23,686330,0,3611429,0,90017,0,0,4387776,0,0,93404,0,0,362349,0,0,455753,4843529,310995,0,798499,69173,0,0,0,32748,1211415,6054944,2290544,485880,344485,1797230,1026950,127411,6072500,2927077,8999577,-2944633,0,-2254782,3245959,1311841,0,0,0,2303018,-641615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PR",N,EUGENIO MARIA DE HOSTOS,MAZ,6/30/22,2/9/23,5711,0,39332,0,5768,0,0,50811,0,0,246,0,0,0,0,0,246,51057,10308,0,3021,0,0,0,0,0,13329,64386,594100,66019,12634,108623,209729,43452,1034557,175031,1209588,-1145202,0,-3966,2045928,0,0,0,0,2041962,896760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PR",N,MERCEDITA,PSE,6/30/22,2/9/23,85929,0,354244,0,10407,0,0,450580,0,0,20858,0,0,34500,0,0,55358,505938,87631,0,148777,124,0,0,0,19977,256509,762447,1370989,173060,285152,697222,296385,394934,3217742,1187541,4405283,-3642836,0,-52201,2238909,261207,0,0,0,2447915,-1194921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  PR",N,ANTONIO RIVERA RODRIQUEZ,VQS,6/30/22,2/10/23,35347,0,110252,0,360,0,0,145959,0,0,480,0,0,0,0,0,480,146439,2025,0,0,0,0,0,0,0,2025,148464,508300,60404,26242,109541,97503,71352,873342,267155,1140497,-992033,0,-7945,667249,0,0,0,0,659304,-332729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  CO",N,MONTROSE COUNTY,MTJ,12/31/22,3/22/23,1145479,0,627163,0,0,0,16930,1789572,0,0,2450569,110407,331793,476196,42336,0,3411301,5200873,236378,8714,0,0,0,958902,0,419785,1623779,6824652,1505137,238465,550464,159168,124848,403251,2981333,0,2981333,3843319,702,0,16491559,879778,0,0,0,17372039,21215358,98465622,122694861,0,2.165772E+7,2318540,106937,235064,24318261,0,10000000,0,10000000,0,0,0,0,0,0,0,0,0,233745,294887656,3.73,22390,7.66,17,114253,123846,220853,4032,
"				  WA",N,GRANT COUNTY,MWH,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MO",S,SPRINGFIELD-BRANSON NATIONAL,SGF,6/30/22,2/27/23,947864,0,2053590,0,0,0,590238,3591692,238765,0,44953,775252,0,2941859,102200,224778,4327807,7919499,1784505,239815,119242,0,4085056,4671965,0,286520,11187103,19106602,6136813,1399429,1532828,2016150,157024,295578,11537822,9734130,21271952,-2165350,-224445,-2303349,7027776,2446529,0,0,1595600,8542111,6376761,126363594,132740355,1494150,28302,0,0,5604586,7127038,52231908,1815000,14979569,69026477,9836946,0,82008716,91845662,38553822,0,0,5508931,3062402,541881,7.4686E+8,1.6,9536,6.63,97,1067332,971374,1459299,26227,
"				  TX",S,MIDLAND INTL,MAF,12/30/22,6/29/23,549707,0,985150,0,0,0,0,1534857,0,0,137615,237019,0,0,0,125735,500369,2035226,0,345877,245623,841502,2789201,6153327,0,0,10375530,12410756,6138098,252565,188999,5083142,0,160462,11823266,6494414,18317680,-5906924,-3397409,-51,12650374,2437635,0,0,11151608,22842157,16935233,133063024,149998257,2323224,3390438,0,1769535,1319308,8802505,0,0,0,0,12636883,0,0,12636883,44865704,0,0,0,0,605749,564014,0,0,2.53,29,1898851,2257295,323574,25540,
"				  NY",N,TOMPKINS COUNTY,ITH,12/31/22,8/18/23,476412,0,1269688,0,0,0,0,1746100,0,32114,61978,121646,0,28781,0,0,244519,1990619,0,0,0,48788,336796,52898,0,427856,866338,2856957,1665636,88942,728217,1356297,90757,447265,4377114,0,4377114,-1520157,1305,0,1532716,228835,14477619,0,32259,16272734,14752577,0,0,2517623,2919,0,0,411203,2931745,11880000,0,0,11880000,0,0,0,0,0,0,0,195000,195000,56816,76030,6.24,36550,30.73,15,658474,1250554,514935,183548,
"				  NC",N,Concord Regional Airport,JQF,6/30/22,10/28/22,207125,0,19946,0,0,0,23935,251006,0,0,500154,1292069,0,3345031,42835,384126,5564215,5815221,0,30933,0,0,221167,1828340,0,-162401,1918039,7733260,3215482,734128,289827,1119309,171530,1765457,7295733,3353320,10649053,-2915793,-606133,-185104,5680697,0,849620,0,0,5739080,2823287,92078318,94901605,665638,0,0,0,5702132,6367770,6056341,0,0,6056341,0,0,0,0,11472712,0,64326,2015246,0,142500,1.5270396E+8,1.36,87203,1.76,45,90782,8300,728471,17115,
"				  ND",N,JAMESTOWN REGIONAL AIRPORT,JMS,12/31/22,6/8/23,69583,0,110837,0,41500,0,0,221920,1739,0,0,21224,0,0,16194,12984,52141,274061,193121,0,0,0,0,0,0,282024,475145,749206,322178,60939,0,14850,17558,61877,477402,0,477402,271804,1131,-35969,1157791,50715,0,0,0,1173668,1445472,0,0,588898,0,0,0,0,588898,621000,0,0,621000,0,0,0,0,0,0,0,143202,100841,11203,3.4263E+7,1.75,0,19.81,4,0,37769,121886,11314,
