"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"	MT",S,GALLATIN FIELD,BZN,6/30/13,1/6/14,571021,0,781736,0,27836,0,0,1380593,15961,104616,43836,31209,0,116616,131193,13500,456931,1837524,595198,267778,297215,266167,2095095,1904862,0,603462,6029777,7867301,2436835,584060,723770,82813,76045,110480,4014003,3808951,7822954,44347,269044,-653486,3190891,1696972,-1886625,0,-38597,2578199,2622546,84534287,87156833,82868,53936,81934,49552,516365,784655,15510000,0,0,15510000,1855611,0,1324128,3179739,11395558,0,0,-653486,0,440203,5.25074E+8,1,14576,3.14,31,610048,747929,490896,19060,
"				  NM",N,GALLUP MUNI,GUP,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AR",N,HOT SPRINGS MEMORIAL FIELD,HOT,12/31/13,4/22/14,2456,0,0,0,5513,0,0,7969,0,0,0,782049,24074,2230040,0,3525,3039688,3047657,256115,5976,0,349,0,0,0,14652,277092,3324749,662654,60444,1853065,179748,47023,173825,2976759,982647,3959406,-634657,4340,-57308,16569,0,0,-4382,0,-40781,-675438,21492127,20816689,17616,0,0,0,34820,52436,560000,284829,0,844829,112530,0,0,112530,696751,0,0,195010,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",N,ADIRONDACK REGIONAL,SLK,12/31/13,4/14/16,67916,0,0,0,145001,0,0,212917,0,0,72150,94499,0,1648419,0,0,1815068,2027985,23498,0,0,20466,0,0,0,256699,300663,2328648,601710,95808,1435248,102840,0,143242,2378848,0,2378848,-50200,161,0,0,22908,0,0,0,23069,-27131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WY",N,WORLAND MUNI,WRL,6/30/13,10/4/13,6896,0,8776,0,0,0,0,15672,0,0,0,1703,6692,7733,0,0,16128,31800,24393,0,0,23509,10920,0,0,0,58822,90622,153966,29312,122401,0,0,0,305679,0,305679,-215057,0,0,0,12617,0,0,0,12617,-202440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,WAINWRIGHT,AWI,6/30/13,9/16/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39388,16442,0,27629,0,0,83459,0,83459,-83459,0,0,0,0,0,0,0,0,-83459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60478,0,
"				  FL",S,ORLANDO SANFORD,SFB,9/30/13,1/17/14,974660,0,904275,0,100142,0,81145,2060222,0,0,2264615,193805,0,434639,127451,11037,3031547,5091769,2010898,0,0,58346,7337,891251,0,1900945,4868777,9960546,4420388,404734,717420,901414,335010,341481,7120447,8906970,16027417,-6066871,4401,326538,15701237,3796573,0,0,121277,19950026,13883155,165436228,178644675,18153293,3705090,0,0,1985643,23844026,7554838,2890360,0,10445198,0,0,37171,37171,3861951,0,120762,976962,976962,988898,1.061399E+9,1.35,287741,2.08,86,1375088,925962,371071,133481,
"				  TX",N,KILLEEN-FORT HOOD REGIONAL AIRPORT,GRK,12/31/13,3/31/14,185095,0,285182,0,0,0,0,470277,0,0,0,0,537,384807,0,0,385344,855621,0,33962,11651,181733,807485,711671,0,589255,2335757,3191378,1803797,434713,103623,56584,42171,503758,2944646,3203984,6148630,-2957252,1734,0,5757773,722343,0,0,272664,6754514,3797262,58207689,62004952,0,6992872,0,0,0,6992872,0,0,0,0,0,0,0,0,1667494,0,0,0,0,175353,238156793,0.77,10052,2.68,41,0,0,281933,14693,
"				  AK",N,BARTER ISLAND LRRS,BTI,6/30/13,9/16/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40120,15,0,0,0,0,40135,0,40135,-40135,0,0,0,0,0,0,0,0,-40135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62265,0,
"				  MS",N,TUNICA MUNICIPAL,UTA,9/30/13,12/23/13,94966,0,140670,0,0,0,370861,606497,0,0,6502,28403,0,210273,14040,2387,261605,868102,78663,514,0,15218,13316,0,0,4884,112595,980697,864851,148893,81727,268656,69544,40367,1474038,2264196,3738234,-2757537,331,0,938770,0,0,0,0,939101,-1818436,41814208,40004772,627584,0,0,0,416544,1044128,0,0,0,0,50118,0,19761,69879,237275,0,0,0,0,37190,2,0,957,16.31,15,37866,3165,258195,2670,
"				  MT",N,Glacier Park International,GPI,6/30/13,2/24/14,161822,0,819704,0,0,0,0,981526,12842,0,121146,6150,0,105832,121956,0,367926,1349452,309670,44285,20103,68839,1089130,612729,0,0,2144756,3494208,1347349,304711,533716,617125,88945,0,2891846,2760035,5651881,-2157673,7950,255568,5080700,768620,0,0,0,6112838,3955165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,MARSHALL DON HUNDER SR,MDM,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NY",N,PLATTSBURGH INTL,PBG,12/31/13,7/26/19,182710,0,26741,0,0,0,151454,360905,19386,0,0,720377,0,9300,103874,4624,857561,1218466,404413,12747,0,44338,11698,1544511,0,2235437,4253144,5471610,2002350,376205,3331,1219670,5722,1532443,5139721,5085449,10225170,-4753560,52879,0,5976761,673885,367831,0,51,7071407,2317847,120908873,1.2322672E+8,166856,5068089,0,0,3584532,8819477,8873000,0,0,8873000,1304942,0,1645054,2949996,7757298,0,0,401711,0,151235,1035794,1.25,3000,2.39,23,590473,409962,756403,63500,
"				  AK",N,NUNAPITCHUK,16A,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,KOTLIK,2A9,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,OLD HARBOR,6RN,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NV",N,BOULDER CITY MUNI,BVU,12/31/13,9/22/15,2042,0,0,0,14457,0,0,16499,0,0,0,0,59867,60535,0,315735,436137,452636,0,0,0,0,0,0,0,0,0,452636,261910,3290,28208,139950,0,38572,471930,501744,973674,-521038,0,0,161303,0,0,0,0,161303,-359735,12376286,12016551,246756,0,0,0,0,246756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MO",M,LAMBERT-ST LOUIS INTL,STL,6/30/13,1/31/14,67596192,0,24873877,0,2400,0,0,92472469,0,0,2446778,1687105,0,153750,0,0,4287633,96760102,1385064,4464540,4748805,1348085,1.131147E+7,19066762,0,342210,42666936,139427038,39616854,7391933,6334697,27844472,2039095,9725,83236776,4.888975E+7,132126526,7300512,2136783,-40283412,21614844,2.506014E+7,0,0,-2994476,5533879,12834391,1999735925,1972556386,16056066,23832935,205738,5139,26837475,66937353,814143847,0,0,814143847,44618504,0,226568691,271187195,23731650,34710354,0,7.778677E+7,56986986,6353591,8.27301E+9,8.1,191653,14.55,0,11783876,7457966,0,0,
"				  NE",N,NORTH PLATTE REGIONAL,LBF,9/30/13,12/16/13,17835,0,13726,0,0,0,0,31561,0,0,55500,50311,0,35462,0,1500,142773,174334,117927,0,0,1787,27540,0,0,77,147331,321665,369945,109602,29024,26528,87635,90954,713688,961352,1675040,-1353375,2191,-86240,412552,0,0,0,857916,1186419,-166956,18336474,18169518,632342,0,0,0,375690,1008032,2305000,0,0,2305000,308941,0,0,308941,555145,0,2416,100000,100000,0,0,0,0,0,0,0,0,0,0,
"				  NE",N,CENTRAL NEBRASKA REGIONAL,GRI,9/30/13,1/30/14,56575,0,0,0,0,0,0,56575,5996,0,0,227730,0,76759,0,0,310485,367060,628087,0,0,0,60977,17159,0,30938,737161,1104221,588230,109835,53789,39003,111695,612968,1515520,1512103,3027623,-1923402,10813,-166387,215442,239791,0,0,1067783,1367442,-555960,17600922,17045002,141939,273853,776082,0,0,1191874,3300000,2704440,0,6004440,743206,0,352077,1095283,726000,0,0,3337270,0,56627,6.938098E+7,0.72,24798,1,9,11124,133993,217389,57594,
"				  NE",N,WILLIAM B. HEILIG FIELD,BFF,6/30/13,10/29/13,33299,0,55724,0,0,0,5789,94812,0,0,38936,77320,0,9276,66528,0,192060,286872,137649,0,0,1025,15081,0,0,2809,156564,443436,453737,159809,113515,251798,55126,15635,1049620,0,1049620,-606184,2214,-104266,237455,39362,0,0,962251,1137016,530832,13629399,14160231,228597,90000,0,0,768673,1087270,1730000,822795,0,2552795,15591,0,0,15591,771295,0,0,193256,147660,0,0,0,0,0,0,0,0,0,0,
"				  IA",N,BURLINGTON REGIONAL,BRL,6/30/13,10/10/13,5410,0,47138,0,0,0,0,52548,0,0,1500,97775,0,12257,0,9000,120532,173080,41007,0,0,597,36992,2178,0,0,80774,253854,143227,46413,11717,26406,8590,69353,305706,942119,1247825,-993971,112,-11415,472598,31472,0,0,177488,670255,-323716,13392608,13068892,979305,0,0,0,246994,1226299,135695,0,0,135695,0,0,0,0,147850,0,0,31170,0,0,0,0,0,0,0,0,9300,15083,34682,
"				  KS",N,SALINA MUNI,SLN,12/31/13,7/1/14,2630,0,7200,0,0,0,0,9830,602,0,129008,264504,0,130253,0,12766,537133,546963,1477554,0,0,689,25743,0,0,16808,1520794,2067757,1071394,326693,169960,63004,152132,322527,2105710,0,2105710,-37953,676,-1120830,623029,0,0,0,1788284,1291159,1253206,26511467,25228419,540392,0,0,0,733730,1274122,23880661,223537,0,24104198,0,0,0,0,887178,0,218361,2090657,0,0,0,0,0,0,0,0,0,0,0,
"				  NE",M,EPPLEY AIRFIELD,OMA,12/31/13,3/26/14,5857564,0,6345071,0,143669,0,0,12346304,940324,0,1148213,1492304,0,328647,0,505269,4414757,16761061,0,1087924,868990,503668,4614361,1.385444E+7,0,102353,21031736,37792797,13748776,1440426,1215938,1951531,678386,1081716,20116773,15681905,35798678,1994119,279722,-415190,11934146,0,0,0,-3897773,7900905,9895024,299856947,309758721,15885962,552538,153966,0,5123735,21716201,13668237,54280,0,13722517,4453893,0,0,4453893,79794929,0,0,2869672,2869272,2019248,2676905276,2.53,98425,6.11,154,3465840,2155370,1003655,0,
"				  KS",N,HAYS MUNI,HYS,12/31/13,6/27/14,3663,0,0,0,0,0,0,3663,0,0,9350,65532,0,11710,0,0,86592,90255,20530,0,0,0,0,0,0,221550,242080,332335,101469,40613,42073,27078,0,182811,394044,0,394044,-61709,0,0,5024542,0,0,0,0,5024542,4962833,0,0,38341,239529,0,0,75300,353170,0,0,0,0,0,0,0,0,0,0,0,0,0,9044,0,0,0,0.41,2,0,8000,24587,971,
"				  KS",N,LIBERAL MUNI,LBL,12/31/13,5/14/14,9007,0,6420,0,0,0,437,15864,0,0,42846,0,0,0,0,20864,63710,79574,132239,2852,0,0,3100,0,0,88949,227140,306714,153691,31502,19068,12541,23044,61343,301189,0,301189,5525,1126,0,3596078,0,0,0,0,3597204,3602729,0,0,4094338,14068,0,0,12690,4121096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  KS",N,DODGE CITY REGIONAL,DDC,12/31/13,10/7/14,14736,0,79505,0,0,0,0,94241,0,0,0,0,0,21020,0,0,21020,115261,0,0,0,0,0,0,0,0,0,115261,48236,34884,45066,0,0,0,128186,7941,136127,-20866,0,0,289735,0,0,0,0,289735,268869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5781,0,0,29000,16.3,0,0,0,0,0,
"				  VA",N,LYNCHBURG REGIONAL,LYH,6/30/13,12/6/13,106188,0,224339,0,0,0,0,330527,0,0,253142,138235,0,148463,107446,0,647286,977813,75850,5826,0,43750,444168,508891,0,191918,1270403,2248216,942086,230743,113373,871864,38670,128861,2325597,1782786,4108383,-1860167,3659,-45020,2480192,335209,0,138250,336330,3248620,1388453,34497426,3.588588E+7,2687295,0,0,0,0,2687295,1020071,0,0,1020071,0,0,25193,25193,2554993,0,138250,263183,263183,78798,0,1.15,104243,4.19,18,127993,251529,448387,62233,
"				  NY",L,JOHN F KENNEDY INTL,JFK,12/31/13,4/30/14,288671123,0,3.5982154E+8,0,0,0,4999098,653491761,0,1187539,0,84499667,0,1.578687E+7,15233701,59135637,175843414,829335175,16246454,4939595,37145134,4017660,2.241719E+7,81491569,0,131880795,298138397,1127473572,173895128,109045484,10905697,266015215,1.452757E+7,140626437,715015531,217625064,932640595,194832977,0,0,91811341,1.0088151E+8,0,0,-174067431,18625420,213458397,0,0,71473899,50297182,0,10337143,22790102,154898326,0,0,1545471,1545471,0,0,10644547,10644547,0,40286642,0,0,0,25073153,54220565,5.44,406143,26.06,322,126683233,0,289978425,796291,
"				  NY",L,LAGUARDIA,LGA,12/31/13,4/30/14,133803999,0,8.999233E+7,0,0,0,2316385,226112714,0,1643291,0,4704434,0,1682910,8343348,9617578,25991561,252104275,82392,1510676,10486016,656732,16095999,50611252,0,15476208,94919275,347023550,112636636,22247982,4819883,8.28622E+7,1.166564E+7,32616023,266848364,59443146,326291510,20732040,0,0,40070311,54832058,0,0,-50155866,44746503,65478543,0,0,3.913875E+7,1.710741E+7,6645175,3262852,29060532,95214719,0,0,4.1997E+7,41997000,0,0,5626479,5626479,0,42566047,0,0,0,13402568,1.7485003E+10,7.83,371565,16.87,201,7.603323E+7,0,9.80385E+7,552027,
"				  NY",M,GREATER BUFFALO INTL,BUF,3/31/13,2/17/15,14396798,0,9052834,0,0,0,0,23449632,0,0,109774,205589,0,71391,0,1350491,1737245,25186877,993034,249621,616367,4751808,7229145,18228559,0,2133074,34201608,59388485,11650557,2192028,1852559,381113,502853,21342754,37921864,20510405,58432269,956216,110611,-7440748,0,10876202,8354662,0,-13969391,-2068664,-1112448,188916981,1.8780454E+8,284996,4131733,1054240,0,6798505,12269474,143177922,11861742,0,155039664,14218216,0,20852752,35070968,43383970,0,0,18610046,13290976,2617835,3303143688,4.37,124153,8.96,166,5079513,3648222,6252334,99765,
"				  NY",S,GREATER ROCHESTER INTl,ROC,12/31/13,9/26/14,4856337,0,8403304,0,1572945,0,0,14832586,977657,186189,0,118586,0,549886,207555,0,2039873,16872459,1855689,527223,448460,119790,3728878,7128894,95040,103640,14007614,30880073,8386213,1455586,562866,3724748,0,5475,14134888,17886266,32021154,-1141081,43340,-3310743,0,0,0,0,0,-3267403,-4408484,177978239,177507031,12203517,3025993,1287769,347518,819084,17683881,61751621,8000000,0,69751621,4320000,0,3395000,7715000,0,0,0,11020115,0,0,0,0,0,0,0,0,0,0,0,
"				  VA",S,RICHMOND INTL,RIC,6/30/13,12/30/13,2389236,0,6700427,0,588368,0,0,9678031,465971,0,460562,1861720,0,154028,0,0,2942281,12620312,913299,855988,1100468,776391,4749098,1.811797E+7,0,258140,26771354,39391666,10279335,2537480,762651,4134807,847576,2058674,20620523,21222048,41842571,-2450905,136230,-4881726,12660536,6588574,0,0,-17475,14486139,12035234,351439537,363474771,17396249,1330303,2868637,942090,748476,23285755,144527806,0,0,144527806,43281075,0,35916674,79197749,12649304,2.187E+7,0,11789762,10287199,1587000,1902000,1.23,97000,6.1,167,2065359,1650498,1650498,562714,
"				  PA",N,JOHNSTOWN-CAMBRIA COUNTY,JST,12/31/13,6/12/14,37701,0,122003,0,0,0,0,159704,0,0,69488,258246,0,0,0,0,327734,487438,0,0,0,12500,0,0,0,22004,34504,521942,282879,95281,131575,39683,26162,0,575580,1131175,1706755,-1184813,961,-11804,0,25108,548882,0,174000,737147,-447666,13684284,13236618,690842,0,0,0,4965,695807,236027,200000,0,436027,0,0,0,0,703713,0,0,73427,48319,0,0,0,0,0,0,0,0,0,0,
"				  VA",N,ROANOKE REGIONAL,ROA,6/30/13,10/29/13,829251,0,994721,0,147267,0,0,1971239,252021,12683,346740,470524,0,27177,117055,21266,1247466,3218705,5354,78408,56935,247649,1452405,2312783,0,2221,4155755,7374460,4136894,871334,379069,1136892,219895,574133,7318217,8356270,15674487,-8300027,277498,-35376,5823339,1186492,0,0,-192091,7059862,-1240165,130553633,0,2241509,4534392,12717,40128,3688103,10516849,746171,0,0,746171,1175677,0,0,1175677,11486748,0,9270,92762,0,307165,408544018,2.02,46207,6.42,62,548588,686200,469131,365741,
"				  WV",N,RALEIGH COUNTY MEMORIAL,BKW,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  VA",S,NORFOLK INTERNATIONAL,ORF,6/30/13,10/28/13,5503695,0,4461918,0,3812,0,38590,10008015,433906,165327,500091,1268777,0,110139,0,76070,2554310,12562325,0,1143933,743136,307290,5501953,1.301461E+7,0,1625267,22336189,34898514,13810006,3188269,651128,7423483,586217,2938838,28597941,9856112,38454053,-3555539,7780,-2678524,4993618,6476423,0,0,394747,9194044,5638505,155786325,1.6142483E+8,5073856,5572976,36022,75300,800,10758954,65324034,0,0,65324034,10828602,0,13165669,23994271,34928367,0,0,9201494,4320271,1606669,2326065936,2.69,86414,6.23,201,4452766,2524359,2857789,1268440,
"				  DC",L,WASHINGTON DULLES INTERNATI,IAD,12/31/13,5/5/14,66761249,0,1.830049E+8,0,4317835,26363237,6005818,286453039,2067933,3669198,14516687,2718856,0,0,175200,3919812,27067686,313520725,29803672,9581319,11440462,9676537,17871691,64743783,1995659,13939237,159052360,472573085,91686137,20146612,22058018,97861008,4498284,3058655,239308714,180865116,420173830,52399255,6196889,-163218881,69323795,38559329,8500000,0,60899539,20260671,72659926,517755092,590415015,4534265,54367932,1159698,19672,24184903,84266470,3678533965,15603270,0,3694137235,30272510,0,71702013,101974523,390073710,182495098,62004,259310859,208184635,10860616,16365645594,4.23,307801,26.38,862,15478455,13046977,75907663,1850669,
"				  DC",L,RONALD REAGAN WASHINGTON NATIONAL,DCA,12/31/13,5/5/14,51413511,0,85128681,0,0,0,0,136542192,0,157047,1025815,1871682,0,0,284699,7799,3347042,139889234,9258724,9411170,6040892,6411744,13033865,55152692,0,5741319,105050406,244939640,64001432,11301103,1.359948E+7,57717271,4163702,3012834,153795822,56802028,210597850,34341790,5795566,-53683286,4669601,40497586,0,0,26573959,23853426,58195216,179076868,237272082,6577163,7852071,77563,154,5980695,20487646,1272301035,5396730,0,1277697765,10470406,0,22643467,33113873,134915483,63119902,19492,89694335,8.653762E+7,10197696,13147182015,4.19,292648,13.39,573,16832421,7248668,45002195,1850669,
"				  WV",N,GREENBRIER VALLEY,LWB,6/30/13,10/3/13,59100,0,137500,0,0,0,0,196600,0,107110,215499,70261,0,831593,79874,0,1304337,1500937,9810,44974,0,0,59025,0,0,0,113809,1614746,791187,95875,331642,10839,28010,0,1257553,1339987,2597540,-982794,940,0,0,23427,0,0,0,24367,-958427,0,0,4172290,0,0,0,0,4172290,0,0,0,0,0,0,0,0,4674230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WV",N,BENEDUM,CKB,6/30/13,12/27/13,42863,0,68104,0,19000,0,129844,259811,0,19425,27760,609910,0,1090829,25072,0,1772996,2032807,121555,683,0,8562,65103,0,0,0,195903,2228710,640397,149362,68085,103617,98419,327059,1386939,3516431,4903370,-2674660,3137,-43447,4094074,39218,121455,0,0,4214437,1539777,3.868188E+7,40197186,3979511,58772,0,0,55791,4094074,4129898,106865,0,4236763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WV",N,MORGANTOWN MUNI-WALTER L. B,MGW,6/30/13,10/29/13,27084,0,9744,0,0,0,0,36828,0,42754,0,116604,0,1823697,0,44523,2027578,2064406,0,16583,7496,223954,42380,0,0,6401,296814,2361220,670747,133398,1310344,43815,53061,32206,2243571,0,2243571,117649,51,0,1051644,37422,0,0,0,1089117,1206766,0,0,1052069,0,0,0,0,1052069,0,0,0,0,0,0,0,0,0,0,0,0,0,10239,3.32595E+7,0.87,37278,3.6,11,0,0,54536,26288,
"				  WV",N,WOOD COUNTY,PKB,6/30/13,10/28/13,6101,0,142715,0,23725,0,0,172541,0,16520,0,154839,0,1698805,34364,0,1904528,2077069,29923,3400,0,0,39515,60,0,0,72898,2149967,543344,107435,57957,9372,41765,0,759873,805078,1564951,585016,0,0,0,36360,146939,0,0,183299,768315,11702358,2.921701E+7,0,0,0,0,0,0,41822,0,0,41822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,CHEFORNAK,CFK,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,KONGIGANAK,DUY,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,KWIGILLINGOK,GGV,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,HUSLIA,HLA,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,MANOKOTAK,MBA,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AK",N,TULUKSAK,TLT,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NC",N,PITT GREENVILLE,PGV,6/30/13,3/21/14,61636,0,209502,0,21001,0,0,292139,0,13290,51330,62765,0,535985,87389,3050,753809,1045948,0,4903,0,0,173463,455087,0,100926,734379,1780327,973263,281275,32397,165274,116962,1365477,2934648,957134,3891782,-2111455,66554,0,3689516,273023,0,0,0,4029093,1917638,3.594747E+7,39009049,54680,0,0,0,3634836,3689516,0,0,0,0,0,0,1668685,1668685,5423823,0,0,0,0,60281,0,1.15,0,4.85,23,94365,0,149970,37509,
"				  UT",N,VERNAL RGNL,VEL,12/21/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  SC",N,HILTON HEAD,HXD,6/30/13,12/4/14,111422,0,438059,0,0,0,0,549481,0,0,309127,182189,0,0,112695,33784,637795,1187276,0,7800,0,0,433262,53617,0,0,494679,1681955,910176,157116,47770,306133,0,0,1421195,559004,1980199,-298244,183,-78810,1166856,223894,-506339,876,0,806660,508416,1.59518E+7,16460216,0,10510,0,0,301025,311535,1496036,1101141,0,2597177,0,0,0,0,0,0,0,126535,0,0,0,1.31,0,0,0,235000,540000,171671,3810,
